"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUPO","NOME_SUBGRUPO","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6403","Regular","13.0","3","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6181","Ruim","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6182","Péssimo","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6183","Não sei informar","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6404","Excelente","39.1","9","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6405","Ótimo","30.4","7","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6406","Bom","21.7","5","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6407","Regular","8.7","2","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6184","Ruim","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6185","Péssimo","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6186","Não sei informar","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6408","Excelente","39.1","9","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6409","Ótimo","26.1","6","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6410","Bom","30.4","7","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6411","Regular","4.3","1","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6187","Ruim","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6188","Péssimo","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6189","Não sei informar","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6412","Excelente","39.1","9","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6413","Ótimo","26.1","6","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6414","Bom","34.8","8","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6415","Regular","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6416","Sim, com o departame","13.0","3","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6417","Sim, outros","26.1","6","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6418","Não mantive","60.9","14","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","7","1480","5.7- Você gostaria de receber informações da UEM?","6419","Sim","73.9","17","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","7","1480","5.7- Você gostaria de receber informações da UEM?","6420","Não","26.1","6","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6332","Bom","43.5","10","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6333","Regular","4.3","1","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6334","Ruim","4.3","1","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6335","Péssimo","0.0","0","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","1","CIÊNCIAS ECONÔMICAS           ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6421","Ótimo","47.8","11","23"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6339","empresa privada","13.6","9","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6340","profissional liberal","34.8","23","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6341","empresário","3.0","2","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6342","outro","6.1","4","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6355","público","42.4","28","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6347","não relacionada","9.1","6","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6356","da graduação","66.7","44","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6357","da pós-graduação","12.1","8","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6358","afim à graduação","7.6","5","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6390","afim à pós-graduação","4.5","3","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6359","antes da graduação","19.7","13","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6360","durante a graduação","33.3","22","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6361","depois da graduação","40.9","27","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6391","depois da pós-gradua","6.1","4","66"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6352","indiferente","12.7","7","55"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6362","fundamental ","36.4","20","55"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6363","diferencial","50.9","28","55"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","2","DIREITO                       ","44","Indicadores Gerais","179","II- Formação acadêmica","2","1384","2.2- Para você, ter realizado um curso de graduação na UEM, contribuiu para ingressar no mercado de trabalho em qual área de atuação profissional?","6350","em área correlata","5.5","3","55"
